,useless,pr_min_color,pr_min,pr_avg,rc_min_color,rc_min,rc_avg,colorspace,degree,regularization
270,0.03632478632478633,Grey,0.76,0.8846105165749059,Grey,0.5,0.8507228337115398,CbRVa,4,2
297,0.03205128205128205,Silver,0.7411764705882353,0.8841717247801507,Grey,0.5,0.8382818454111529,CrGLb,4,2
237,0.03205128205128205,Grey,0.7241379310344828,0.8841697825811169,Grey,0.5526315789473685,0.8419182258911254,CbHRY,4,2
79,0.03418803418803419,Grey,0.7307692307692307,0.8841245349411351,Grey,0.5,0.8472925954745437,BCrYb,4,2
251,0.035256410256410256,Grey,0.76,0.8840513039969498,Grey,0.5,0.8505777704864741,CbLRV,4,2
224,0.035256410256410256,Grey,0.72,0.8839952593385086,Grey,0.47368421052631576,0.8475066771589066,CbGVa,4,2
11,0.03418803418803419,Silver,0.7848101265822784,0.8838268738815701,Grey,0.5789473684210527,0.8508090687368519,BCbGR,4,2
272,0.03632478632478633,Silver,0.7407407407407407,0.8837894800947083,Grey,0.5,0.8482066267599065,CbRYa,4,2
70,0.035256410256410256,Silver,0.75,0.8835751817311152,Grey,0.5,0.8432994462422416,BCrRb,4,2
352,0.03311965811965812,Silver,0.7365269461077845,0.8835214556537841,Grey,0.5526315789473685,0.8415277871886142,CrRSb,4,2
211,0.03205128205128205,Silver,0.7484662576687117,0.8835077742993913,Grey,0.5526315789473685,0.839846978513981,CbGLY,4,2
241,0.03418803418803419,Grey,0.75,0.8834451510755658,Grey,0.5526315789473685,0.8458346147142456,CbHSY,4,2
324,0.035256410256410256,Grey,0.75,0.8833391235515579,Grey,0.5526315789473685,0.8497988593083825,CrHSV,4,2
325,0.03311965811965812,Grey,0.75,0.8833278704613959,Grey,0.5526315789473685,0.8492917271857359,CrHSY,4,2
281,0.03739316239316239,Grey,0.75,0.8833038505567067,Grey,0.47368421052631576,0.8457354783910448,CbVYa,4,2
76,0.03739316239316239,Grey,0.76,0.8832955640058545,Grey,0.5,0.8486138586950851,BCrVa,4,2
3,0.03739316239316239,Silver,0.7528735632183908,0.8831918119768344,Grey,0.5526315789473685,0.849943736544139,BCbCrR,4,2
240,0.03418803418803419,Grey,0.7407407407407407,0.8830461965086894,Grey,0.5263157894736842,0.8462352236249835,CbHSV,4,2
65,0.03632478632478633,Silver,0.75,0.8830358392533924,Grey,0.5,0.8476125476395738,BCrLb,4,2
170,0.035256410256410256,Grey,0.7096774193548387,0.8830177749735271,Grey,0.5789473684210527,0.8468989504146373,CbCrGY,4,2
367,0.03632478632478633,Silver,0.7407407407407407,0.8829963227446141,Grey,0.5,0.8447163957473693,CrVab,4,2
45,0.03311965811965812,Grey,0.75,0.8829504321150855,Grey,0.5526315789473685,0.845804623872489,BCrGH,4,2
357,0.03418803418803419,Silver,0.7425149700598802,0.8828658322181189,Grey,0.5,0.8404771607140323,CrRYb,4,2
311,0.03418803418803419,Silver,0.7294117647058823,0.8827944518246446,Grey,0.5,0.838701319740583,CrGYb,4,2
361,0.03311965811965812,Silver,0.7294117647058823,0.8827500707083049,Grey,0.5789473684210527,0.8417538671871824,CrSVb,4,2
302,0.035256410256410256,Silver,0.7515151515151515,0.8826115617843916,Grey,0.47368421052631576,0.8411499129157145,CrGRb,4,2
181,0.03632478632478633,Silver,0.7658227848101266,0.8825232807073877,Grey,0.5526315789473685,0.8486394981713717,CbCrLS,4,2
5,0.03418803418803419,Grey,0.7241379310344828,0.8822242155390717,Grey,0.5526315789473685,0.845294473970735,BCbCrV,4,2
338,0.035256410256410256,Silver,0.7365269461077845,0.8821827516300633,Grey,0.5,0.8403437730738024,CrLRb,4,2
195,0.03418803418803419,Grey,0.7241379310344828,0.882113948759505,Grey,0.5526315789473685,0.8409417742218448,CbCrVY,4,2
69,0.03632478632478633,Silver,0.754601226993865,0.8819446831505366,Grey,0.5,0.8507222175137338,BCrRa,4,2
291,0.030982905982905984,Grey,0.72,0.881793319319836,Grey,0.47368421052631576,0.8379562864281801,CrGHb,4,2
